Gene,rep_1,rep_2,rep_3,rep_4
Gm49392,31,20,25,36
Gm49393,100,100,100,100
Gm49394,65,72,69,70
Gm49395,63,75,77,64
Gm49396,71,59,71,52
Gm49397,100,100,100,100
Gm49405,75,89,73,83
Gm49411,0,0,0,0
Gm49412,0,0,0,0
Gm49416,0,0,0,0
Gm49417,53,47,49,53
Gm49427,67,69,70,81
Gm49435,0,0,0,0
Gm49441,100,100,100,100
Gm49445,100,100,100,100
Gm49450,0,0,0,0
Gm49454,100,100,100,100
Gm49463,0,0,0,0
Gm49476,100,100,100,100
Gm49477,100,100,100,100
Gm49479,0,0,0,0
Gm49483,0,0,0,0
Gm49486,0,0,0,0
Gm49490,100,100,100,100
Gm49492,0,0,0,0
Gm49493,0,0,0,0
Gm49494,95,95,95,90
Gm49495,0,0,0,0
Gm49496,35,42,37,34
Gm49502,0,0,0,0
Gm49503,44,48,51,43
Gm49506,0,0,0,0
Gm49507,100,100,100,100
Gm49510,0,0,0,0
Gm49512,0,0,0,0
Gm49513,5,15,6,8
Gm49518,96,87,91,96
Gm49519,100,100,100,100
Gm4952,64,58,70,47
Gm49520,0,0,0,0
Gm49521,51,62,47,57
Gm49522,0,0,0,0
Gm49524,0,0,0,0
Gm49526,0,0,0,0
Gm49527,0,0,0,0
Gm49540,100,100,100,100
Gm49544,0,0,0,0
Gm49553,0,0,0,0
Gm49555,0,0,0,0
Gm4956,0,0,0,0
Gm49569,0,0,0,0
Gm49573,37,36,30,29
Gm49584,0,0,0,0
Gm49586,0,0,0,0
Gm49588,0,0,0,0
Gm49593,0,0,0,0
Gm49599,0,0,0,0
Gm49600,0,0,0,0
Gm49601,100,100,100,100
Gm49602,0,0,0,0
Gm4961,100,100,100,100
Gm49617,0,0,0,0
Gm49625,100,100,100,100
Gm49626,0,0,0,0
Gm49628,0,0,0,0
Gm49654,0,0,0,0
Gm49658,0,0,0,0
Gm49661,0,0,0,0
Gm49668,36,27,28,41
Gm49674,0,0,0,0
Gm49678,14,13,26,17
Gm4968,0,0,0,0
Gm49685,44,44,53,38
Gm49686,100,100,100,100
Gm49694,0,0,0,0
Gm49700,48,50,60,52
Gm49701,0,0,0,0
Gm49702,0,0,0,0
Gm49703,0,0,0,0
Gm49705,0,0,0,0
Gm49711,0,0,0,0
Gm49719,0,0,0,0
Gm49721,100,100,100,100
Gm49731,0,0,0,0
Gm49733,0,0,0,0
Gm49741,0,0,0,0
Gm49745,0,0,0,0
Gm49747,55,57,55,50
Gm49749,0,0,0,0
Gm49753,100,100,100,100
Gm49759,0,0,0,0
Gm49760,0,0,0,0
Gm49763,100,100,100,100
Gm49767,100,100,100,100
Gm49768,67,72,74,74
Gm4977,0,0,0,0
Gm49774,0,0,0,0
Gm49776,0,0,0,0
Gm49785,0,0,0,0
Gm49795,100,100,100,100
Gm49797,77,69,69,78
Gm49802,0,0,0,0
Gm49804,0,0,0,0
Gm49808,100,100,100,100
Gm49817,0,0,0,0
Gm49838,0,0,0,0
Gm49839,0,0,0,0
Gm49858,0,0,0,0
Gm49864,0,0,0,0
Gm49870,58,66,54,64
Gm49871,50,63,56,59
Gm49874,0,0,0,0
Gm4988,85,86,95,88
Gm49882,0,0,0,0
Gm49883,0,0,0,0
Gm49888,0,0,0,0
Gm49889,0,0,0,0
Gm49890,68,67,58,62
Gm49891,100,100,100,100
Gm49893,0,0,0,0
Gm49894,76,84,83,82
Gm49906,100,100,100,100
Gm49909,93,93,94,93
Gm4992,0,0,0,0
Gm49936,22,23,34,22
Gm49937,0,0,0,0
Gm49948,23,36,28,39
Gm49949,0,0,0,0
Gm49951,0,0,0,0
Gm49957,77,58,70,57
Gm49959,28,16,15,22
Gm49961,0,0,0,0
Gm49970,0,0,0,0
Gm49974,56,57,46,41
Gm49980,0,0,0,0
Gm5,100,100,100,100
Gm50008,0,0,0,0
Gm50009,0,0,0,0
Gm50010,0,0,0,0
Gm50012,69,57,59,76
Gm50019,100,100,100,100
Gm50022,100,100,100,100
Gm50023,32,32,36,36
Gm50024,0,0,0,0
Gm50044,38,14,29,22
Gm50055,0,0,0,0
Gm50068,0,0,0,0
Gm50069,0,0,0,0
Gm50076,100,100,100,100
Gm50081,0,0,0,0
Gm50084,100,100,100,100
Gm50094,0,0,0,0
Gm50096,100,100,100,100
Gm50100,100,100,100,100
Gm50103,100,100,100,100
Gm50105,0,0,0,0
Gm50107,0,0,0,0
Gm50114,33,18,13,24
Gm50127,0,0,0,0
Gm50131,0,0,0,0
Gm50139,29,35,35,40
Gm50144,0,0,0,0
Gm50145,100,100,100,100
Gm50147,100,100,100,100
Gm50163,100,100,100,100
Gm50169,0,0,0,0
Gm50179,0,0,0,0
Gm50180,0,0,0,0
Gm50194,100,100,100,100
Gm50195,0,0,0,0
Gm50203,100,100,100,100
Gm50209,0,0,0,0
Gm50218,0,0,0,0
Gm50221,0,0,0,0
Gm50228,0,0,0,0
Gm50230,18,22,21,25
Gm50238,0,0,0,0
Gm50240,95,95,95,94
Gm50251,0,0,0,0
Gm50252,0,0,0,0
Gm50253,100,100,100,100
Gm50255,100,100,100,100
Gm50268,0,0,0,0
Gm50269,35,48,28,37
Gm50275,0,0,0,0
Gm50288,100,100,100,100
Gm50300,0,0,0,0
Gm50301,23,20,25,17
Gm50303,0,0,0,0
Gm50310,0,0,0,0
Gm50315,65,94,86,89
Gm50318,0,0,0,0
Gm50321,8,7,1,4
Gm50322,0,0,0,0
Gm50323,100,100,100,100
Gm50336,0,0,0,0
Gm50340,100,100,100,100
Gm50345,0,0,0,0
Gm50350,0,0,0,0
Gm50360,0,0,0,0
Gm50367,0,0,0,0
Gm50370,100,100,100,100
Gm50371,0,0,0,0
Gm50373,0,0,0,0
Gm50386,100,100,100,100
Gm50387,84,87,84,81
Gm50388,100,100,100,100
Gm50390,0,0,0,0
Gm50393,0,0,0,0
Gm50394,0,0,0,0
Gm50397,100,100,100,100
Gm50399,0,0,0,0
Gm50402,0,0,0,0
Gm50403,0,0,0,0
Gm50431,0,0,0,0
Gm50433,16,12,15,17
Gm50436,0,0,0,0
Gm50455,0,0,0,0
Gm50456,0,0,0,0
Gm50462,0,0,0,0
Gm50464,0,0,0,0
Gm5047,0,0,0,0
Gm50475,100,100,100,100
Gm50490,0,0,0,0
Gm50491,0,0,0,0
Gm5055,0,0,0,0
Gm50605,72,94,69,77
Gm5067,0,0,0,0
Gm5075,0,0,0,0
Gm5084,100,100,100,100
Gm5087,100,100,100,100
Gm5088,0,0,0,0
Gm5089,26,27,41,37
Gm5093,0,0,0,0
Gm5105,33,37,40,49
Gm5106,100,100,100,100
Gm5112,0,0,0,0
Gm5113,100,100,100,100
Gm5117,0,0,0,0
Gm5122,100,100,100,100
Gm5124,51,35,38,42
Gm5129,43,52,49,37
Gm5131,0,0,0,0
Gm5133,73,99,81,79
Gm5141,84,87,86,86
Gm51425,88,87,87,86
Gm5147,0,0,0,0
Gm5148,84,76,87,79
Gm5150,65,66,48,60
Gm5154,100,100,100,100
Gm5160,0,0,0,0
Gm5165,92,92,91,92
Gm5175,0,0,0,0
Gm5176,0,0,0,0
Gm51792,100,100,100,100
Gm51802,100,100,100,100
Gm5182,0,0,0,0
Gm51903,100,100,100,100
Gm52054,100,100,100,100
Gm5207,0,0,0,0
Gm52182,22,41,23,24
Gm5239,0,0,0,0
Gm5242,0,0,0,0
Gm525,100,100,100,100
Gm52687,50,46,44,46
Gm52698,100,100,100,100
Gm527,93,92,91,91
Gm5278,0,0,0,0
Gm5283,0,0,0,0
Gm52907,100,100,100,100
Gm52947,0,0,0,0
Gm52948,12,14,12,23
Gm52965,0,0,0,0
Gm52967,0,0,0,0
Gm52969,100,100,100,100
Gm52974,0,0,0,0
Gm52976,18,26,29,29
Gm52980,0,0,0,0
Gm52981,100,100,100,100
Gm52988,100,100,100,100
Gm52994,0,0,0,0
Gm52999,0,0,0,0
Gm53007,0,0,0,0
Gm53008,0,0,0,0
Gm53012,83,83,81,80
Gm53013,27,38,29,28
Gm53015,0,0,0,0
Gm53019,0,0,0,0
Gm53028,0,0,0,0
Gm53033,0,0,0,0
Gm53043,0,0,0,0
Gm53048,100,100,100,100
Gm53055,0,0,0,0
Gm53056,100,100,100,100
Gm53057,56,54,70,48
Gm53058,0,0,0,0
Gm53066,100,100,100,100
Gm5312,0,0,0,0
Gm53207,45,40,37,48
Gm53374,100,100,100,100
Gm5340,0,0,0,0
Gm53435,100,100,100,100
Gm53533,100,100,100,100
Gm53567,100,100,100,100
Gm53610,80,82,86,84
Gm5362,0,0,0,0
Gm53660,42,71,44,59
Gm5373,100,100,100,100
Gm5395,0,0,0,0
Gm5402,0,0,0,0
Gm54030,100,100,100,100
Gm5405,0,0,0,0
Gm54109,54,50,61,54
Gm54112,100,100,100,100
Gm5417,0,0,0,0
Gm5424,0,0,0,0
Gm5431,85,91,94,89
Gm54310,0,0,0,0
Gm5432,34,55,50,43
Gm54353,0,0,0,0
Gm5436,0,0,0,0
Gm54369,0,0,0,0
Gm54420,0,0,0,0
Gm54428,0,0,0,0
Gm5445,0,0,0,0
Gm54453,0,0,0,0
Gm5446,0,0,0,0
Gm54464,0,0,0,0
Gm54507,0,0,0,0
Gm5451,0,0,0,0
Gm54514,0,0,0,0
Gm54530,0,0,0,0
Gm54542,0,0,0,0
Gm5455,0,0,0,0
Gm54555,0,0,0,0
Gm54559,0,0,0,0
Gm5456,0,0,0,0
Gm54563,0,0,0,0
Gm54565,0,0,0,0
Gm54577,0,0,0,0
Gm54621,0,0,0,0
Gm54639,0,0,0,0
Gm5464,43,56,46,44
Gm54655,0,0,0,0
Gm54658,0,0,0,0
Gm5466,0,0,0,0
Gm5468,49,62,51,55
Gm54696,0,0,0,0
Gm5470,0,0,0,0
Gm54715,0,0,0,0
Gm54718,0,0,0,0
Gm54728,0,0,0,0
Gm5475,100,100,100,100
Gm54751,0,0,0,0
Gm54754,0,0,0,0
Gm54756,0,0,0,0
Gm54798,0,0,0,0
Gm5481,0,0,0,0
Gm54838,0,0,0,0
Gm5485,100,100,100,100
Gm54859,0,0,0,0
Gm54868,0,0,0,0
Gm5487,0,0,0,0
Gm54927,0,0,0,0
Gm54931,0,0,0,0
Gm54955,0,0,0,0
Gm54987,0,0,0,0
Gm54988,0,0,0,0
Gm550,19,24,34,34
Gm55006,0,0,0,0
Gm5503,0,0,0,0
Gm55066,0,0,0,0
Gm5510,0,0,0,0
Gm55102,0,0,0,0
Gm5511,0,0,0,0
Gm5512,0,0,0,0
Gm55122,8,2,7,7
Gm55136,0,0,0,0
Gm55164,0,0,0,0
Gm5518,0,0,0,0
Gm55200,0,0,0,0
Gm55204,0,0,0,0
Gm5521,0,0,0,0
Gm55213,0,0,0,0
Gm55215,0,0,0,0
Gm5525,0,0,0,0
Gm55251,0,0,0,0
Gm55256,0,0,0,0
Gm5526,0,0,0,0
Gm55266,0,0,0,0
Gm5530,0,0,0,0
Gm5532,100,100,100,100
Gm55328,0,0,0,0
Gm5533,100,100,100,100
Gm55330,0,0,0,0
Gm5535,100,100,100,100
Gm5537,0,0,0,0
Gm55371,0,0,0,0
Gm55376,0,0,0,0
Gm55377,0,0,0,0
Gm5539,0,0,0,0
Gm55392,0,0,0,0
Gm5540,0,0,0,0
Gm55400,0,0,0,0
Gm55415,0,0,0,0
Gm55431,0,0,0,0
Gm55444,0,0,0,0
Gm5547,100,100,100,100
Gm55487,0,0,0,0
Gm55497,0,0,0,0
Gm5550,0,0,0,0
Gm55507,0,0,0,0
Gm5551,0,0,0,0
Gm55522,0,0,0,0
Gm55575,0,0,0,0
Gm5559,0,0,0,0
Gm55593,0,0,0,0
Gm55604,0,0,0,0
Gm55620,0,0,0,0
Gm55632,0,0,0,0
Gm55636,0,0,0,0
Gm5564,0,0,0,0
Gm55640,0,0,0,0
Gm55655,0,0,0,0
Gm55665,0,0,0,0
Gm55678,0,0,0,0
Gm55690,0,0,0,0
Gm55729,0,0,0,0
Gm55746,0,0,0,0
Gm5575,0,0,0,0
Gm55759,0,0,0,0
Gm55762,0,0,0,0
Gm55763,0,0,0,0
Gm5577,56,60,72,67
Gm5578,0,0,0,0
Gm55791,0,0,0,0
Gm55801,0,0,0,0
Gm55823,0,0,0,0
Gm55837,0,0,0,0
Gm55840,0,0,0,0
Gm5586,0,0,0,0
Gm5587,0,0,0,0
Gm55876,0,0,0,0
Gm55882,0,0,0,0
Gm55889,0,0,0,0
Gm55926,0,0,0,0
Gm55944,0,0,0,0
Gm55949,0,0,0,0
Gm55956,0,0,0,0
Gm55957,0,0,0,0
Gm5596,0,0,0,0
Gm55962,0,0,0,0
Gm5597,0,0,0,0
Gm55991,0,0,0,0
Gm55997,0,0,0,0
Gm55999,0,0,0,0
Gm56005,0,0,0,0
Gm56014,0,0,0,0
Gm56020,0,0,0,0
Gm56022,0,0,0,0
Gm56054,0,0,0,0
Gm56077,0,0,0,0
Gm56084,0,0,0,0
Gm56101,0,0,0,0
Gm5611,0,0,0,0
Gm56127,0,0,0,0
Gm56151,0,0,0,0
Gm56155,0,0,0,0
Gm56158,0,0,0,0
Gm56160,0,0,0,0
Gm5617,0,0,0,0
Gm56185,0,0,0,0
Gm5619,0,0,0,0
Gm56194,0,0,0,0
Gm5620,0,0,0,0
Gm5621,0,0,0,0
Gm56244,0,0,0,0
Gm56256,0,0,0,0
Gm5626,0,0,0,0
Gm56261,0,0,0,0
Gm56285,0,0,0,0
Gm56323,0,0,0,0
Gm56350,0,0,0,0
Gm5637,0,0,0,0
Gm56378,0,0,0,0
Gm56381,0,0,0,0
Gm56419,0,0,0,0
Gm56424,0,0,0,0
Gm56428,0,0,0,0
Gm56434,0,0,0,0
Gm56450,92,96,96,92
Gm5648,0,0,0,0
Gm56488,0,0,0,0
Gm56489,0,0,0,0
Gm56492,100,100,100,100
Gm56493,100,100,100,100
Gm56494,69,74,69,69
Gm56495,15,12,18,22
Gm56496,100,100,100,100
Gm56499,0,0,0,0
Gm56501,0,0,0,0
Gm56502,0,0,0,0
Gm56503,0,0,0,0
Gm56505,45,55,32,42
Gm56506,51,59,62,55
Gm56507,77,81,79,76
Gm56510,0,0,0,0
Gm56511,0,0,0,0
Gm56512,0,0,0,0
Gm56516,0,0,0,0
Gm56517,0,0,0,0
Gm56518,23,24,30,18
Gm56519,0,0,0,0
Gm56522,0,0,0,0
Gm56523,39,44,51,54
Gm56524,43,37,48,48
Gm56527,100,100,100,100
Gm56528,0,0,0,0
Gm56529,100,100,100,100
Gm56530,100,100,100,100
Gm56531,19,27,23,10
Gm56532,100,100,100,100
Gm56533,100,100,100,100
Gm56534,0,0,0,0
Gm56535,93,92,93,93
Gm56536,0,0,0,0
Gm56538,0,0,0,0
Gm56540,0,0,0,0
Gm56541,100,100,100,100
Gm56542,100,100,100,100
Gm56543,0,0,0,0
Gm56545,0,0,0,0
Gm56546,0,0,0,0
Gm56547,100,100,100,100
Gm56548,0,0,0,0
Gm56549,72,68,69,58
Gm5655,0,0,0,0
Gm56552,0,0,0,0
Gm56554,100,100,100,100
Gm56555,70,72,79,66
Gm56556,0,0,0,0
Gm56557,100,100,100,100
Gm56558,100,100,100,100
Gm56560,0,0,0,0
Gm56563,0,0,0,0
Gm56565,69,56,64,51
Gm56568,76,80,78,78
Gm56570,0,0,0,0
Gm56572,0,0,0,0
Gm56573,62,55,56,51
Gm56576,100,100,100,100
Gm56577,0,0,0,0
Gm56578,0,0,0,0
Gm56582,0,0,0,0
Gm56583,100,100,100,100
Gm56584,0,0,0,0
Gm56585,0,0,0,0
Gm56586,100,100,100,100
Gm56588,0,0,0,0
Gm56589,27,35,25,19
Gm56590,0,0,0,0
Gm56593,100,100,100,100
Gm56596,0,0,0,0
Gm56597,100,100,100,100
Gm56598,0,0,0,0
Gm56599,29,26,16,13
Gm56600,0,0,0,0
Gm56602,0,0,0,0
Gm56604,0,0,0,0
Gm56605,100,100,100,100
Gm56606,100,100,100,100
Gm56608,0,0,0,0
Gm56609,0,0,0,0
Gm56611,100,100,100,100
Gm56612,100,100,100,100
Gm56613,26,35,34,35
Gm56616,10,14,8,8
Gm56620,32,37,32,24
Gm56622,0,0,0,0
Gm56623,0,0,0,0
Gm56624,67,72,80,85
Gm56626,71,79,75,76
Gm56627,0,0,0,0
Gm56631,0,0,0,0
Gm56632,63,81,56,58
Gm56633,0,0,0,0
Gm56635,0,0,0,0
Gm56636,100,100,100,100
Gm56637,0,0,0,0
Gm56638,100,100,100,100
Gm56639,0,0,0,0
Gm56640,100,100,100,100
Gm56641,100,100,100,100
Gm56643,0,0,0,0
Gm56644,100,100,100,100
Gm56646,17,12,20,17
Gm56647,0,0,0,0
Gm56648,82,73,78,71
Gm56649,0,0,0,0
Gm56650,0,0,0,0
Gm56651,100,100,100,100
Gm56652,16,21,26,24
Gm56653,0,0,0,0
Gm56654,68,74,61,74
Gm56656,0,0,0,0
Gm56657,0,0,0,0
Gm56658,0,0,0,0
Gm56659,73,66,68,69
Gm56660,0,0,0,0
Gm56664,0,0,0,0
Gm56665,0,0,0,0
Gm56669,100,100,100,100
Gm56670,0,0,0,0
Gm56671,100,100,100,100
Gm56672,100,100,100,100
Gm56673,0,0,0,0
Gm56675,0,0,0,0
Gm56677,0,0,0,0
Gm56679,0,0,0,0
Gm56680,100,100,100,100
Gm56681,30,26,43,29
Gm56682,35,33,24,30
Gm56683,0,0,0,0
Gm56686,78,80,83,80
Gm56687,0,0,0,0
Gm56688,0,0,0,0
Gm56691,0,0,0,0
Gm56692,0,0,0,0
Gm56694,60,82,49,78
Gm56696,0,0,0,0
Gm56697,100,100,100,100
Gm56698,100,100,100,100
Gm56699,100,100,100,100
Gm56700,100,100,100,100
Gm56704,0,0,0,0
Gm56705,0,0,0,0
Gm56706,0,0,0,0
Gm56708,100,100,100,100
Gm56709,0,0,0,0
Gm56710,100,100,100,100
Gm56711,0,0,0,0
Gm56712,0,0,0,0
Gm56713,100,100,100,100
Gm56714,98,97,96,96
Gm56715,0,0,0,0
Gm56717,100,100,100,100
Gm56718,26,29,28,33
Gm56719,0,0,0,0
Gm56720,0,0,0,0
Gm56721,0,0,0,0
Gm56723,73,74,74,81
Gm56725,0,0,0,0
Gm56727,0,0,0,0
Gm56728,77,77,79,73
Gm56729,0,0,0,0
Gm56730,76,76,78,78
Gm56731,0,0,0,0
Gm56734,0,0,0,0
Gm56735,0,0,0,0
Gm56736,0,0,0,0
Gm56739,0,0,0,0
Gm56740,0,0,0,0
Gm56741,34,39,41,36
Gm56743,0,0,0,0
Gm56745,63,60,68,60
Gm56747,0,0,0,0
Gm56748,100,100,100,100
Gm56749,100,100,100,100
Gm56750,0,0,0,0
Gm56751,0,0,0,0
Gm56752,0,0,0,0
Gm56755,0,0,0,0
Gm56756,0,0,0,0
Gm56758,87,85,89,83
Gm56759,41,48,40,44
Gm56762,100,100,100,100
Gm56764,0,0,0,0
Gm56765,0,0,0,0
Gm56766,0,0,0,0
Gm56767,0,0,0,0
Gm56768,0,0,0,0
Gm56769,0,0,0,0
Gm56770,0,0,0,0
Gm56773,0,0,0,0
Gm56777,0,0,0,0
Gm56779,100,100,100,100
Gm56780,0,0,0,0
Gm56781,0,0,0,0
Gm56782,100,100,100,100
Gm56783,65,62,67,52
Gm56784,0,0,0,0
Gm56785,41,45,55,53
Gm56786,0,0,0,0
Gm56787,100,100,100,100
Gm56789,0,0,0,0
Gm56791,0,0,0,0
Gm56793,0,0,0,0
Gm56795,0,0,0,0
Gm56796,75,82,75,66
Gm56797,0,0,0,0
Gm56798,100,100,100,100
Gm56799,0,0,0,0
Gm568,100,100,100,100
Gm56801,100,100,100,100
Gm56802,100,100,100,100
Gm56803,0,0,0,0
Gm56804,100,100,100,100
Gm56806,0,0,0,0
Gm56807,12,14,6,13
Gm56809,0,0,0,0
Gm56810,49,63,51,52
Gm56811,38,47,49,29
Gm56812,0,0,0,0
Gm56813,33,41,49,43
Gm56815,79,64,76,82
Gm56816,0,0,0,0
Gm56817,0,0,0,0
Gm56818,0,0,0,0
Gm56819,0,0,0,0
Gm56822,30,58,72,48
Gm56823,0,0,0,0
Gm56824,0,0,0,0
Gm56825,100,100,100,100
Gm56826,0,0,0,0
Gm56828,100,100,100,100
Gm56829,88,89,87,89
Gm56830,70,85,81,81
Gm56833,66,64,65,69
Gm56834,0,0,0,0
Gm56837,100,100,100,100
Gm56838,0,0,0,0
Gm56839,100,100,100,100
Gm56840,0,0,0,0
Gm56841,0,0,0,0
Gm56842,100,100,100,100
Gm56845,0,0,0,0
Gm56846,41,43,43,39
Gm56847,99,99,99,99
Gm56848,0,0,0,0
Gm56850,100,100,100,100
Gm56852,0,0,0,0
Gm56853,0,0,0,0
Gm56855,54,66,74,52
Gm56856,0,0,0,0
Gm56857,0,0,0,0
Gm56858,0,0,0,0
Gm56859,0,0,0,0
Gm56860,0,0,0,0
Gm56861,0,0,0,0
Gm56862,0,0,0,0
Gm56864,52,57,45,41
Gm56867,14,27,22,28
Gm56868,0,0,0,0
Gm56869,0,0,0,0
Gm56871,0,0,0,0
Gm56872,100,100,100,100
Gm56873,100,100,100,100
Gm56874,0,0,0,0
Gm56877,0,0,0,0
Gm56878,0,0,0,0
Gm56880,0,0,0,0
Gm56881,0,0,0,0
Gm56882,100,100,100,100
Gm56883,0,0,0,0
Gm56884,0,0,0,0
Gm56886,0,0,0,0
Gm56887,0,0,0,0
Gm56888,0,0,0,0
Gm56889,60,60,65,69
Gm56890,94,95,94,91
Gm56894,0,0,0,0
Gm56895,0,0,0,0
Gm56896,0,0,0,0
Gm56897,100,100,100,100
Gm56899,0,0,0,0
Gm56900,0,0,0,0
Gm56901,0,0,0,0
Gm56902,100,100,100,100
Gm56904,66,62,61,63
Gm56906,82,86,88,92
Gm56907,42,35,24,42
Gm56909,0,0,0,0
Gm56911,0,0,0,0
Gm56912,0,0,0,0
Gm56913,18,19,14,19
Gm56915,32,39,35,41
Gm56916,0,0,0,0
Gm56917,100,100,100,100
Gm56918,0,0,0,0
Gm56919,100,100,100,100
Gm56921,100,100,100,100
Gm56923,0,0,0,0
Gm56926,0,0,0,0
Gm56927,100,100,100,100
Gm56928,0,0,0,0
Gm56929,100,100,100,100
Gm5693,0,0,0,0
Gm56933,100,100,100,100
Gm56936,0,0,0,0
Gm56937,0,0,0,0
Gm56938,100,100,100,100
Gm56945,0,0,0,0
Gm56946,38,39,53,39
Gm56948,100,100,100,100
Gm56949,61,55,58,55
Gm56951,100,100,100,100
Gm56952,0,0,0,0
Gm56953,0,0,0,0
Gm56954,0,0,0,0
Gm56955,100,100,100,100
Gm56956,0,0,0,0
Gm56957,100,100,100,100
Gm56958,100,100,100,100
Gm56959,100,100,100,100
Gm56961,0,0,0,0
Gm56962,100,100,100,100
Gm56964,0,0,0,0
Gm56965,53,54,40,35
Gm56968,0,0,0,0
Gm56970,39,55,30,64
Gm56971,0,0,0,0
Gm56972,100,100,100,100
Gm56974,100,100,100,100
Gm56975,16,16,26,23
Gm56977,0,0,0,0
Gm56978,100,100,100,100
Gm56979,0,0,0,0
Gm56980,100,100,100,100
Gm56981,100,100,100,100
Gm56982,43,34,30,31
Gm56983,0,0,0,0
Gm56984,100,100,100,100
Gm56986,100,100,100,100
Gm56988,0,0,0,0
Gm56990,0,0,0,0
Gm56991,0,0,0,0
Gm56993,100,100,100,100
Gm56994,0,0,0,0
Gm56997,0,0,0,0
Gm56999,0,0,0,0
Gm57000,0,0,0,0
Gm57002,0,0,0,0
Gm57003,0,0,0,0
Gm57004,100,100,100,100
Gm57006,0,0,0,0
Gm57007,64,51,64,58
Gm57008,0,0,0,0
Gm57009,0,0,0,0
Gm57012,100,100,100,100
Gm57013,100,100,100,100
Gm57014,20,20,22,30
Gm57017,0,0,0,0
Gm57019,0,0,0,0
Gm57020,0,0,0,0
Gm57021,41,33,44,60
Gm57022,0,0,0,0
Gm57024,0,0,0,0
Gm57026,0,0,0,0
Gm57027,0,0,0,0
Gm57028,0,0,0,0
Gm57030,0,0,0,0
Gm57032,0,0,0,0
Gm57033,21,28,55,68
Gm57034,39,33,32,47
Gm57035,0,0,0,0
Gm57036,0,0,0,0
Gm57037,0,0,0,0
Gm57038,0,0,0,0
Gm57039,100,100,100,100
Gm57041,100,100,100,100
Gm57042,0,0,0,0
Gm57044,0,0,0,0
Gm57045,100,100,100,100
Gm57046,64,53,56,57
Gm57047,0,0,0,0
Gm57048,12,13,15,19
Gm57049,0,0,0,0
Gm57050,0,0,0,0
Gm57052,0,0,0,0
Gm57055,6,16,4,15
Gm57056,0,0,0,0
Gm57059,0,0,0,0
Gm57060,0,0,0,0
Gm57062,100,100,100,100
Gm57064,13,31,21,17
Gm57065,0,0,0,0
Gm57067,0,0,0,0
Gm57068,100,100,100,100
Gm57069,0,0,0,0
Gm57071,100,100,100,100
Gm57072,0,0,0,0
Gm57073,0,0,0,0
Gm57074,100,100,100,100
Gm57076,100,100,100,100
Gm57078,56,55,54,54
Gm57080,0,0,0,0
Gm57081,0,0,0,0
Gm57083,0,0,0,0
Gm57084,73,72,67,69
Gm57085,0,0,0,0
Gm57088,0,0,0,0
Gm57089,0,0,0,0
Gm57090,0,0,0,0
Gm57091,0,0,0,0
Gm57092,0,0,0,0
Gm57093,0,0,0,0
Gm57094,65,61,45,69
Gm57095,52,41,47,49
Gm57096,100,100,100,100
Gm57097,100,100,100,100
Gm57098,100,100,100,100
Gm57099,0,0,0,0
Gm57100,100,100,100,100
Gm57101,60,51,58,67
Gm57102,0,0,0,0
Gm57103,70,67,72,66
Gm57104,0,0,0,0
Gm57105,44,42,49,36
Gm57106,0,0,0,0
Gm57107,0,0,0,0
Gm57109,0,0,0,0
Gm57110,0,0,0,0
Gm57112,100,100,100,100
Gm57113,0,0,0,0
Gm57114,81,60,64,70
Gm57117,40,48,44,57
Gm57118,0,0,0,0
Gm57119,0,0,0,0
Gm57122,0,0,0,0
Gm57125,0,0,0,0
Gm57126,0,0,0,0
Gm57127,49,38,29,53
Gm57129,0,0,0,0
Gm57132,0,0,0,0
Gm57133,0,0,0,0
Gm57135,0,0,0,0
Gm57136,67,72,76,70
Gm57137,0,0,0,0
Gm57138,0,0,0,0
Gm57140,0,0,0,0
Gm57141,0,0,0,0
Gm57142,100,100,100,100
Gm57144,0,0,0,0
Gm57145,0,0,0,0
Gm57146,28,24,22,34
Gm57150,91,88,89,91
Gm57151,0,0,0,0
Gm57153,100,100,100,100
Gm57156,0,0,0,0
Gm57157,0,0,0,0
Gm57158,0,0,0,0
Gm57159,0,0,0,0
Gm57160,0,0,0,0
Gm57161,100,100,100,100
Gm57162,100,100,100,100
Gm57164,0,0,0,0
Gm57165,100,100,100,100
Gm57166,0,0,0,0
Gm57167,0,0,0,0
Gm57170,0,0,0,0
Gm57171,0,0,0,0
Gm57172,0,0,0,0
Gm57175,0,0,0,0
Gm57176,0,0,0,0
Gm57180,100,100,100,100
Gm57182,100,100,100,100
Gm57184,93,94,94,93
Gm57189,0,0,0,0
Gm57190,0,0,0,0
Gm57192,0,0,0,0
Gm57193,29,23,29,23
Gm57194,0,0,0,0
Gm57196,0,0,0,0
Gm57197,0,0,0,0
Gm57198,0,0,0,0
Gm572,100,100,100,100
Gm57200,61,44,48,64
Gm57201,0,0,0,0
Gm57202,61,69,66,69
Gm57203,50,51,48,51
Gm57204,29,27,21,8
Gm57206,63,62,65,79
Gm57209,100,100,100,100
Gm57210,0,0,0,0
Gm57212,43,56,32,52
Gm57213,0,0,0,0
Gm57214,0,0,0,0
Gm57215,0,0,0,0
Gm57216,0,0,0,0
Gm57217,0,0,0,0
Gm57218,0,0,0,0
Gm57219,34,46,28,22
Gm57220,0,0,0,0
Gm57221,0,0,0,0
Gm57223,37,56,62,50
Gm57225,0,0,0,0
Gm57227,62,53,54,30
Gm57228,0,0,0,0
